429,20.96,17.56,17.44,17.36,17.56
430,25.52,17.92,18.28,18.48,18.2
431,23.44,18.68,18.24,18.32,15.44
432,25.56,18.64,18.04,15.76,14.28
433,27.08,16.72,20,16.56,16.6
434,23.04,22.44,15.96,17.36,18.36
435,23.48,19.4,19.24,15.44,17.44
436,24.76,17.88,19.36,15.96,20
437,34.56,19.48,20.08,17.2,20.52
438,21.24,16.68,19.12,17.56,20.36
439,20.88,18.12,14.88,16.36,20
440,23.04,14.32,17.96,17,18.6
441,29.64,19.56,17.68,17.44,16.44
442,24.24,17.52,17.24,15.44,16.4
443,23.44,19.16,15.64,21.56,20.4
444,25.32,23.92,18.28,16.12,20.72
445,17.8,20.2,20.28,19.68,18.56
446,20.12,21.56,19.72,19.08,13.88
447,17.16,18.32,22.8,18.04,14.52
448,18.92,15.6,16.12,16.88,13.92
449,19.52,14.84,17.96,17.44,15.08
450,19.52,18.2,16.08,21.84,15.08
451,21.04,16.44,18.92,21.04,16
452,18,19.24,16.8,15.16,16.96
453,20.88,15.92,17.68,20.48,16.52
454,22.88,15.32,14.88,15.72,14.48
455,19.44,17.12,14.8,20,18.28
456,19.56,15.8,17.8,21.68,15.32
457,21.4,21.56,16.2,20.56,17.2
458,20.16,17,17.88,17.2,26.84
459,17.8,17.52,18.4,21.8,17.04
460,20.4,19.32,17.44,20.64,19.84
461,19.68,21.44,17.44,19.48,18.48
462,20.72,22.72,15.96,19.44,19.64
463,21.76,16.48,15.8,17.36,16.48
464,16.76,14.72,16.92,16.44,19.08
465,16.72,17.24,17.4,21.04,19.88
466,19.04,16.96,18.48,19.12,18.48
467,21.04,15.16,21.68,17.76,20.88
468,15.24,16.96,21.12,18.88,17.16
469,17.68,16.44,17.32,20.64,16
470,19.84,15.36,15.88,16.56,16.24
471,19.88,14.6,15.2,18.12,16.28
472,20.92,17.68,16.28,17.64,14.52
473,21.52,18.56,18.92,17.76,15.76
474,22.36,13.84,18.2,17.92,13.6
475,23.16,16.64,19.56,20.08,13.64
476,23.52,18.12,15.12,16.96,16.08
477,24.84,15.08,16,18.84,18.52
478,27.16,18.08,19.6,16.88,17.52
479,24.96,23.92,15.28,17.68,13.96
480,19.64,18.28,13.96,18.68,13.32
481,20.52,20.16,18.32,18.76,14.12
482,20.04,22.12,17.76,18.68,15.36
483,23.84,21.32,20.56,18.84,16.52
484,17.2,20.96,18.8,19.24,17.28
485,21.24,22.12,21.44,16.24,16.44
486,17.16,18.72,19.64,18.8,14.56
487,20.56,25.32,18.08,16,14.48
488,22.04,20.08,17.88,17.36,16.92
489,21.56,24.04,15.36,14.48,16.68
490,21.36,26.04,16.64,18,18.2
491,25.6,21.32,19.28,17.72,18.88
492,23.56,19.64,18.56,16.88,17.68
493,22.24,16.72,17.8,21.48,16.28
494,21.8,22.6,17.44,16.72,16.4
495,27.32,23.28,16.04,16.96,17.76
496,17.92,14.8,18.64,17.64,16.32
497,20.6,16.68,18.28,15.76,16.28
498,20.24,16.28,16,16.2,16.64
499,29.76,16.36,20.28,15.64,16.44
